iteration,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143
455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,3,4,1,4,2,1,0,0,2,1,1,2,5,3,4,1,2,4,0,5,1,3,1,3,2,0,0,1,3,2,3,0,4,1,1,2,5,5,1,4,3,2,0,3,4,5,2,5,0,1,2,2,1,5,2,2,0,2,1,5,2,5,5,1,4,3,5,5,4,3,3,4,4,5,3,4,3,3,5,2,4,5,5,4,1,1,5,5,4,4,5,5,3
456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,3,4,1,4,2,1,0,0,2,1,1,2,5,3,4,1,2,4,0,5,1,3,1,3,2,0,0,1,3,2,3,0,4,1,1,2,5,5,1,4,3,2,0,3,4,5,2,5,0,1,2,2,1,5,2,2,0,2,1,5,2,5,5,1,4,3,5,5,4,3,3,4,4,5,3,4,3,3,5,2,4,5,5,4,1,1,5,5,4,4,5,5,3
457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,3,4,1,4,2,1,0,0,2,1,1,2,5,3,4,1,2,4,0,5,1,3,1,3,2,0,0,1,3,2,3,0,4,1,1,2,5,5,1,4,3,2,0,3,4,5,2,5,0,1,2,2,1,5,2,2,0,2,1,5,2,5,5,1,4,3,5,5,4,3,3,4,4,5,3,4,3,3,5,2,4,5,5,4,1,1,5,5,4,4,5,5,3
458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,3,4,1,4,2,1,0,0,2,1,1,2,5,3,4,1,2,4,0,5,1,3,1,3,2,0,0,1,3,2,3,0,4,1,1,2,5,5,1,4,3,2,0,3,4,5,2,5,0,1,2,2,1,5,2,2,0,2,1,5,2,5,5,1,4,3,5,5,4,3,3,4,4,5,3,4,3,3,5,2,4,5,5,4,1,1,5,5,4,4,5,5,3
459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,3,4,1,4,2,1,0,0,2,1,1,2,5,3,4,1,2,4,0,5,1,3,1,3,2,0,0,1,3,2,3,0,4,1,1,2,5,5,1,4,3,2,0,3,4,5,2,5,0,1,2,2,1,5,2,2,0,2,1,5,2,5,5,1,4,3,5,5,4,3,3,4,4,5,3,4,3,3,5,2,4,5,5,4,1,1,5,5,4,4,5,5,3
460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,3,4,1,4,2,1,0,0,2,1,1,2,5,3,4,1,2,4,0,5,1,3,1,3,2,0,0,1,3,2,3,0,4,1,1,2,5,5,1,4,3,2,0,3,4,5,2,5,0,1,2,2,1,5,2,2,0,2,1,5,2,5,5,1,4,3,5,5,4,3,3,4,4,5,3,4,3,3,5,2,4,5,5,4,1,1,5,5,4,4,5,5,3
461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,3,4,1,4,2,1,0,0,2,1,1,2,5,3,4,1,2,4,0,5,1,3,1,3,2,0,0,1,3,2,3,0,4,1,1,2,5,5,1,4,3,2,0,3,4,5,2,5,0,1,2,2,1,5,2,2,0,2,1,5,2,5,5,1,4,3,5,5,4,3,3,4,4,5,3,4,3,3,5,2,4,5,5,4,1,1,5,5,4,4,5,5,3
462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,3,4,1,4,2,1,0,0,2,1,1,2,5,3,4,1,2,4,0,5,1,3,1,3,2,0,0,1,3,2,3,0,4,1,1,2,5,5,1,4,3,2,0,3,4,5,2,5,0,1,2,2,1,5,2,2,0,2,1,5,2,5,5,1,4,3,5,5,4,3,3,4,4,5,3,4,3,3,5,2,4,5,5,4,1,1,5,5,4,4,5,5,3
463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,3,4,1,4,2,1,0,0,2,1,1,2,5,3,4,1,2,4,0,5,1,3,1,3,2,0,0,1,3,2,3,0,4,1,1,2,5,5,1,4,3,2,0,3,4,5,2,5,0,1,2,2,1,5,2,2,0,2,1,5,2,5,5,1,4,3,5,5,4,3,3,4,4,5,3,4,3,3,5,2,4,5,5,4,1,1,5,5,4,4,5,5,3
464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,3,4,1,4,2,1,0,0,2,1,1,2,5,3,4,1,2,4,0,5,1,3,1,3,2,0,0,1,3,2,3,0,4,1,1,2,5,5,1,4,3,2,0,3,4,5,2,5,0,1,2,2,1,5,2,2,0,2,1,5,2,5,5,1,4,3,5,5,4,3,3,4,4,5,3,4,3,3,5,2,4,5,5,4,1,1,5,5,4,4,5,5,3
465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,3,4,1,4,2,1,0,0,2,1,1,2,5,3,4,1,2,4,0,5,1,3,1,3,2,0,0,1,3,2,3,0,4,1,1,2,5,5,1,4,3,2,0,3,4,5,2,5,0,1,2,2,1,5,2,2,0,2,1,5,2,5,5,1,4,3,5,5,4,3,3,4,4,5,3,4,3,3,5,2,4,5,5,4,1,1,5,5,4,4,5,5,3
466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,3,4,1,4,2,1,0,0,2,1,1,2,5,3,4,1,2,4,0,5,1,3,1,3,2,0,0,1,3,2,3,0,4,1,1,2,5,5,1,4,3,2,0,3,4,5,2,5,0,1,2,2,1,5,2,2,0,2,1,5,2,5,5,1,4,3,5,5,4,3,3,4,4,5,3,4,3,3,5,2,4,5,5,4,1,1,5,5,4,4,5,5,3
467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,3,4,1,4,2,1,0,0,2,1,1,2,5,3,4,1,2,4,0,5,1,3,1,3,2,0,0,1,3,2,3,0,4,1,1,2,5,5,1,4,3,2,0,3,4,5,2,5,0,1,2,2,1,5,2,2,0,2,1,5,2,5,5,1,4,3,5,5,4,3,3,4,4,5,3,4,3,3,5,2,4,5,5,4,1,1,5,5,4,4,5,5,3
468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,3,4,1,4,2,1,0,0,2,1,1,2,5,3,4,1,2,4,0,5,1,3,1,3,2,0,0,1,3,2,3,0,4,1,1,2,5,5,1,4,3,2,0,3,4,5,2,5,0,1,2,2,1,5,2,2,0,2,1,5,2,5,5,1,4,3,5,5,4,3,3,4,4,5,3,4,3,3,5,2,4,5,5,4,1,1,5,5,4,4,5,5,3
469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,3,4,1,4,2,1,0,0,2,1,1,2,5,3,4,1,2,4,0,5,1,3,1,3,2,0,0,1,3,2,3,0,4,1,1,2,5,5,1,4,3,2,0,3,4,5,2,5,0,1,2,2,1,5,2,2,0,2,1,5,2,5,5,1,4,3,5,5,4,3,3,4,4,5,3,4,3,3,5,2,4,5,5,4,1,1,5,5,4,4,5,5,3
470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,3,4,1,4,2,1,0,0,2,1,1,2,5,3,4,1,2,4,0,5,1,3,1,3,2,0,0,1,3,2,3,0,4,1,1,2,5,5,1,4,3,2,0,3,4,5,2,5,0,1,2,2,1,5,2,2,0,2,1,5,2,5,5,1,4,3,5,5,4,3,3,4,4,5,3,4,3,3,5,2,4,5,5,4,1,1,5,5,4,4,5,5,3
471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,3,4,1,4,2,1,0,0,2,1,1,2,5,3,4,1,2,4,0,5,1,3,1,3,2,0,0,1,3,2,3,0,4,1,1,2,5,5,1,4,3,2,0,3,4,5,2,5,0,1,2,2,1,5,2,2,0,2,1,5,2,5,5,1,4,3,5,5,4,3,3,4,4,5,3,4,3,3,5,2,4,5,5,4,1,1,5,5,4,4,5,5,3
472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,3,4,1,4,2,1,0,0,2,1,1,2,5,3,4,1,2,4,0,5,1,3,1,3,2,0,0,1,3,2,3,0,4,1,1,2,5,5,1,4,3,2,0,3,4,5,2,5,0,1,2,2,1,5,2,2,0,2,1,5,2,5,5,1,4,3,5,5,4,3,3,4,4,5,3,4,3,3,5,2,4,5,5,4,1,1,5,5,4,4,5,5,3
473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,3,4,1,4,2,1,0,0,2,1,1,2,5,3,4,1,2,4,0,5,1,3,1,3,2,0,0,1,3,2,3,0,4,1,1,2,5,5,1,4,3,2,0,3,4,5,2,5,0,1,2,2,1,5,2,2,0,2,1,5,2,5,5,1,4,3,5,5,4,3,3,4,4,5,3,4,3,3,5,2,4,5,5,4,1,1,5,5,4,4,5,5,3
474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,3,4,1,4,2,1,0,0,2,1,1,2,5,3,4,1,2,4,0,5,1,3,1,3,2,0,0,1,3,2,3,0,4,1,1,2,5,5,1,4,3,2,0,3,4,5,2,5,0,1,2,2,1,5,2,2,0,2,1,5,2,5,5,1,4,3,5,5,4,3,3,4,4,5,3,4,3,3,5,2,4,5,5,4,1,1,5,5,4,4,5,5,3
475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,3,4,1,4,2,1,0,0,2,1,1,2,5,3,4,1,2,4,0,5,1,3,1,3,2,0,0,1,3,2,3,0,4,1,1,2,5,5,1,4,3,2,0,3,4,5,2,5,0,1,2,2,1,5,2,2,0,2,1,5,2,5,5,1,4,3,5,5,4,3,3,4,4,5,3,4,3,3,5,2,4,5,5,4,1,1,5,5,4,4,5,5,3
476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,3,4,1,4,2,1,0,0,2,1,1,2,5,3,4,1,2,4,0,5,1,3,1,3,2,0,0,1,3,2,3,0,4,1,1,2,5,5,1,4,3,2,0,3,4,5,2,5,0,1,2,2,1,5,2,2,0,2,1,5,2,5,5,1,4,3,5,5,4,3,3,4,4,5,3,4,3,3,5,2,4,5,5,4,1,1,5,5,4,4,5,5,3
477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,3,4,1,4,2,1,0,0,2,1,1,2,5,3,4,1,2,4,0,5,1,3,1,3,2,0,0,1,3,2,3,0,4,1,1,2,5,5,1,4,3,2,0,3,4,5,2,5,0,1,2,2,1,5,2,2,0,2,1,5,2,5,5,1,4,3,5,5,4,3,3,4,4,5,3,4,3,3,5,2,4,5,5,4,1,1,5,5,4,4,5,5,3
478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,3,4,1,4,2,1,0,0,2,1,1,2,5,3,4,1,2,4,0,5,1,3,1,3,2,0,0,1,3,2,3,0,4,1,1,2,5,5,1,4,3,2,0,3,4,5,2,5,0,1,2,2,1,5,2,2,0,2,1,5,2,5,5,1,4,3,5,5,4,3,3,4,4,5,3,4,3,3,5,2,4,5,5,4,1,1,5,5,4,4,5,5,3
479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,3,4,1,4,2,1,0,0,2,1,1,2,5,3,4,1,2,4,0,5,1,3,1,3,2,0,0,1,3,2,3,0,4,1,1,2,5,5,1,4,3,2,0,3,4,5,2,5,0,1,2,2,1,5,2,2,0,2,1,5,2,5,5,1,4,3,5,5,4,3,3,4,4,5,3,4,3,3,5,2,4,5,5,4,1,1,5,5,4,4,5,5,3
480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,3,4,1,4,2,1,0,0,2,1,1,2,5,3,4,1,2,4,0,5,1,3,1,3,2,0,0,1,3,2,3,0,4,1,1,2,5,5,1,4,3,2,0,3,4,5,2,5,0,1,2,2,1,5,2,2,0,2,1,5,2,5,5,1,4,3,5,5,4,3,3,4,4,5,3,4,3,3,5,2,4,5,5,4,1,1,5,5,4,4,5,5,3
481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,3,4,1,4,2,1,0,0,2,1,1,2,5,3,4,1,2,4,0,5,1,3,1,3,2,0,0,1,3,2,3,0,4,1,1,2,5,5,1,4,3,2,0,3,4,5,2,5,0,1,2,2,1,5,2,2,0,2,1,5,2,5,5,1,4,3,5,5,4,3,3,4,4,5,3,4,3,3,5,2,4,5,5,4,1,1,5,5,4,4,5,5,3
482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,3,4,1,4,2,1,0,0,2,1,1,2,5,3,4,1,2,4,0,5,1,3,1,3,2,0,0,1,3,2,3,0,4,1,1,2,5,5,1,4,3,2,0,3,4,5,2,5,0,1,2,2,1,5,2,2,0,2,1,5,2,5,5,1,4,3,5,5,4,3,3,4,4,5,3,4,3,3,5,2,4,5,5,4,1,1,5,5,4,4,5,5,3
483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,3,4,1,4,2,1,0,0,2,1,1,2,5,3,4,1,2,4,0,5,1,3,1,3,2,0,0,1,3,2,3,0,4,1,1,2,5,5,1,4,3,2,0,3,4,5,2,5,0,1,2,2,1,5,2,2,0,2,1,5,2,5,5,1,4,3,5,5,4,3,3,4,4,5,3,4,3,3,5,2,4,5,5,4,1,1,5,5,4,4,5,5,3
484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,3,4,1,4,2,1,0,0,2,1,1,2,5,3,4,1,2,4,0,5,1,3,1,3,2,0,0,1,3,2,3,0,4,1,1,2,5,5,1,4,3,2,0,3,4,5,2,5,0,1,2,2,1,5,2,2,0,2,1,5,2,5,5,1,4,3,5,5,4,3,3,4,4,5,3,4,3,3,5,2,4,5,5,4,1,1,5,5,4,4,5,5,3
485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,3,4,1,4,2,1,0,0,2,1,1,2,5,3,4,1,2,4,0,5,1,3,1,3,2,0,0,1,3,2,3,0,4,1,1,2,5,5,1,4,3,2,0,3,4,5,2,5,0,1,2,2,1,5,2,2,0,2,1,5,2,5,5,1,4,3,5,5,4,3,3,4,4,5,3,4,3,3,5,2,4,5,5,4,1,1,5,5,4,4,5,5,3
486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,3,4,1,4,2,1,0,0,2,1,1,2,5,3,4,1,2,4,0,5,1,3,1,3,2,0,0,1,3,2,3,0,4,1,1,2,5,5,1,4,3,2,0,3,4,5,2,5,0,1,2,2,1,5,2,2,0,2,1,5,2,5,5,1,4,3,5,5,4,3,3,4,4,5,3,4,3,3,5,2,4,5,5,4,1,1,5,5,4,4,5,5,3
487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,3,4,1,4,2,1,0,0,2,1,1,2,5,3,4,1,2,4,0,5,1,3,1,3,2,0,0,1,3,2,3,0,4,1,1,2,5,5,1,4,3,2,0,3,4,5,2,5,0,1,2,2,1,5,2,2,0,2,1,5,2,5,5,1,4,3,5,5,4,3,3,4,4,5,3,4,3,3,5,2,4,5,5,4,1,1,5,5,4,4,5,5,3
488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,3,4,1,4,2,1,0,0,2,1,1,2,5,3,4,1,2,4,0,5,1,3,1,3,2,0,0,1,3,2,3,0,4,1,1,2,5,5,1,4,3,2,0,3,4,5,2,5,0,1,2,2,1,5,2,2,0,2,1,5,2,5,5,1,4,3,5,5,4,3,3,4,4,5,3,4,3,3,5,2,4,5,5,4,1,1,5,5,4,4,5,5,3
489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,3,4,1,4,2,1,0,0,2,1,1,2,5,3,4,1,2,4,0,5,1,3,1,3,2,0,0,1,3,2,3,0,4,1,1,2,5,5,1,4,3,2,0,3,4,5,2,5,0,1,2,2,1,5,2,2,0,2,1,5,2,5,5,1,4,3,5,5,4,3,3,4,4,5,3,4,3,3,5,2,4,5,5,4,1,1,5,5,4,4,5,5,3
490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,3,4,1,4,2,1,0,0,2,1,1,2,5,3,4,1,2,4,0,5,1,3,1,3,2,0,0,1,3,2,3,0,4,1,1,2,5,5,1,4,3,2,0,3,4,5,2,5,0,1,2,2,1,5,2,2,0,2,1,5,2,5,5,1,4,3,5,5,4,3,3,4,4,5,3,4,3,3,5,2,4,5,5,4,1,1,5,5,4,4,5,5,3
491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,3,4,1,4,2,1,0,0,2,1,1,2,5,3,4,1,2,4,0,5,1,3,1,3,2,0,0,1,3,2,3,0,4,1,1,2,5,5,1,4,3,2,0,3,4,5,2,5,0,1,2,2,1,5,2,2,0,2,1,5,2,5,5,1,4,3,5,5,4,3,3,4,4,5,3,4,3,3,5,2,4,5,5,4,1,1,5,5,4,4,5,5,3
492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,3,4,1,4,2,1,0,0,2,1,1,2,5,3,4,1,2,4,0,5,1,3,1,3,2,0,0,1,3,2,3,0,4,1,1,2,5,5,1,4,3,2,0,3,4,5,2,5,0,1,2,2,1,5,2,2,0,2,1,5,2,5,5,1,4,3,5,5,4,3,3,4,4,5,3,4,3,3,5,2,4,5,5,4,1,1,5,5,4,4,5,5,3
493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,3,4,1,4,2,1,0,0,2,1,1,2,5,3,4,1,2,4,0,5,1,3,1,3,2,0,0,1,3,2,3,0,4,1,1,2,5,5,1,4,3,2,0,3,4,5,2,5,0,1,2,2,1,5,2,2,0,2,1,5,2,5,5,1,4,3,5,5,4,3,3,4,4,5,3,4,3,3,5,2,4,5,5,4,1,1,5,5,4,4,5,5,3
494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,3,4,1,4,2,1,0,0,2,1,1,2,5,3,4,1,2,4,0,5,1,3,1,3,2,0,0,1,3,2,3,0,4,1,1,2,5,5,1,4,3,2,0,3,4,5,2,5,0,1,2,2,1,5,2,2,0,2,1,5,2,5,5,1,4,3,5,5,4,3,3,4,4,5,3,4,3,3,5,2,4,5,5,4,1,1,5,5,4,4,5,5,3
495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,3,4,1,4,2,1,0,0,2,1,1,2,5,3,4,1,2,4,0,5,1,3,1,3,2,0,0,1,3,2,3,0,4,1,1,2,5,5,1,4,3,2,0,3,4,5,2,5,0,1,2,2,1,5,2,2,0,2,1,5,2,5,5,1,4,3,5,5,4,3,3,4,4,5,3,4,3,3,5,2,4,5,5,4,1,1,5,5,4,4,5,5,3
496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,3,4,1,4,2,1,0,0,2,1,1,2,5,3,4,1,2,4,0,5,1,3,1,3,2,0,0,1,3,2,3,0,4,1,1,2,5,5,1,4,3,2,0,3,4,5,2,5,0,1,2,2,1,5,2,2,0,2,1,5,2,5,5,1,4,3,5,5,4,3,3,4,4,5,3,4,3,3,5,2,4,5,5,4,1,1,5,5,4,4,5,5,3
497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,3,4,1,4,2,1,0,0,2,1,1,2,5,3,4,1,2,4,0,5,1,3,1,3,2,0,0,1,3,2,3,0,4,1,1,2,5,5,1,4,3,2,0,3,4,5,2,5,0,1,2,2,1,5,2,2,0,2,1,5,2,5,5,1,4,3,5,5,4,3,3,4,4,5,3,4,3,3,5,2,4,5,5,4,1,1,5,5,4,4,5,5,3
498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,3,4,1,4,2,1,0,0,2,1,1,2,5,3,4,1,2,4,0,5,1,3,1,3,2,0,0,1,3,2,3,0,4,1,1,2,5,5,1,4,3,2,0,3,4,5,2,5,0,1,2,2,1,5,2,2,0,2,1,5,2,5,5,1,4,3,5,5,4,3,3,4,4,5,3,4,3,3,5,2,4,5,5,4,1,1,5,5,4,4,5,5,3
499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,3,4,1,4,2,1,0,0,2,1,1,2,5,3,4,1,2,4,0,5,1,3,1,3,2,0,0,1,3,2,3,0,4,1,1,2,5,5,1,4,3,2,0,3,4,5,2,5,0,1,2,2,1,5,2,2,0,2,1,5,2,5,5,1,4,3,5,5,4,3,3,4,4,5,3,4,3,3,5,2,4,5,5,4,1,1,5,5,4,4,5,5,3
500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,3,4,1,4,2,1,0,0,2,1,1,2,5,3,4,1,2,4,0,5,1,3,1,3,2,0,0,1,3,2,3,0,4,1,1,2,5,5,1,4,3,2,0,3,4,5,2,5,0,1,2,2,1,5,2,2,0,2,1,5,2,5,5,1,4,3,5,5,4,3,3,4,4,5,3,4,3,3,5,2,4,5,5,4,1,1,5,5,4,4,5,5,3
501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,3,4,1,4,2,1,0,0,2,1,1,2,5,3,4,1,2,4,0,5,1,3,1,3,2,0,0,1,3,2,3,0,4,1,1,2,5,5,1,4,3,2,0,3,4,5,2,5,0,1,2,2,1,5,2,2,0,2,1,5,2,5,5,1,4,3,5,5,4,3,3,4,4,5,3,4,3,3,5,2,4,5,5,4,1,1,5,5,4,4,5,5,3
